SE,drugA,drugB
C0032285,valproic acid,vitamin K1
C0020649,pioglitazone,tadalafil
C0002871,paclitaxel,tamsulosin
C0027497,pantoprazole,loteprednol etabonate
C0013404,calcium,nateglinide
C0020649,BCNU,citalopram
C0020649,lisinopril,capecitabine
C0027497,carisoprodol,nitrofurantoin
C0020649,bupropion,amoxicillin
C0027497,paclitaxel,vincristine
C0027497,enalapril,medroxyprogesterone
C0020649,sumatriptan,carboplatin
C0020649,theophylline,pravastatin
C0020649,aspirin,chlorpromazine
C0020649,propranolol,nystatin
C0013404,bupropion,valproic acid
C0020649,cyclobenzaprine,ibuprofen
C0027497,salbutamol,pirbuterol
C0013404,rabeprazole,ezetimibe
C0027497,cyclobenzaprine,lidocaine
C0002871,oxazepam,topiramate
C0030193,oxazepam,tolterodine
C0000737,KCl,posaconazole
C0002871,atenolol,lenalidomide
C0015967,mitomycin C,zoledronic acid
C0020649,azelastine,ranitidine
C0020649,trihexyphenidyl,lithium
C0020649,moxifloxacin,gemifloxacin
C0027497,metolazone,oxazepam
C0002871,warfarin,ICL670
C0032285,amiodarone,oxazepam
C0013404,ibuprofen,entacapone
C0020649,famotidine,mycophenolic acid
C0002871,misoprostol,cisplatin
C0008033,nelfinavir,ezetimibe
C0002871,clonidine,galantamine
C0398353,latanoprost,entacapone
C0020649,oseltamivir,cisplatin
C0002871,alprazolam,nitrofurantoin
C0013404,pregabalin,varenicline
C0002871,dapsone,megestrol
C0013404,alprazolam,nitrazepam
C0020649,bortezomib,montelukast
C0020649,loratadine,colesevelam hydrochloride
C0020649,clonidine,gabapentin
C0002871,clonazepam,lactulose
C0013404,lisinopril,NaCl
C0013404,gemfibrozil,quetiapine
C0030193,capecitabine,cisplatin
C0003862,valproic acid,acamprosate
C0013404,clindamycin,indomethacin
C0032285,famotidine,voriconazole
C0020649,citalopram,propafenone
C0020649,isosorbide dinitrate,gatifloxacin
C0013404,temazepam,lactulose
C0020649,hydromorphone,isosorbide dinitrate
C0002871,N-acetylcysteine,KCl
C0002871,isoflurane,lithium
C0002871,captopril,ketoprofen
C0020649,loperamide,meperidine
C0015967,candesartan,zoledronic acid
C0020649,captopril,ketorolac
C0020649,captopril,ketoconazole
C0020649,omeprazole,remifentanil
C0020649,digoxin,telithromycin
C0013404,paroxetine,venlafaxine
C0030193,paroxetine,valsartan
C0020649,paroxetine,vancomycin
C0002871,bupropion,fondaparinux sodium
C0015672,efavirenz,modafinil
C0020649,clonazepam,pimecrolimus
C0018681,cyclosporine,zaleplon
C0011991,doxycycline,flunisolide
C0013404,furosemide,cefpodoxime
C0020649,ondansetron,valganciclovir
C0015672,orlistat,tamoxifen
C0013404,leflunomide,acenocoumarol
C0020649,allopurinol,lactulose
C0032285,ritonavir,tiotropium
C0013404,paroxetine,ambrisentan
C0011991,NaCl,lithium
C0002871,meloxicam,tolterodine
C0020649,dolasetron,nifedipine
C0020649,meloxicam,topiramate
C0020649,clonazepam,bimatoprost
C0008033,brimonidine,topiramate
C0013404,candesartan,lactulose
C0002871,beclomethasone,prednisone
C0040034,minoxidil,penicillin V
C0020649,brimonidine,tolterodine
C0002871,indapamide,metronidazole
C0027497,indapamide,metoprolol
C0015672,fluticasone,sorafenib
C0027497,metformin,oseltamivir
C0002871,Ets,ramipril
C0002871,metformin,orphenadrine
C0020649,diltiazem,goserelin
C0002871,cyclobenzaprine,retinoic acid
C0013404,miconazole,nitroglycerin
C0020456,docetaxel,5-aminosalicylic acid
C0020649,bupropion,terazosin
C0020649,cyclobenzaprine,trazodone
C0002871,bupropion,terbinafine
C0020649,acebutolol,hydrochlorothiazide
C0020649,clarithromycin,tenofovir disoproxil fumarate
C0002871,lansoprazole,nateglinide
C0032285,gabapentin,solifenacin succinate
C0020649,5-aminosalicylic acid,pantoprazole
C0012833,alfuzosin,glibenclamide
C0004093,nicotine,lamotrigine
C0002871,prednisone,bosentan
C0020649,mexiletine,tacrolimus
C0027497,thiothixene,ziprasidone
C0002871,famotidine,irbesartan
C0020649,hydroxyzine,sotalol
C0020649,cefepime,medroxyprogesterone
C0002871,promethazine,timolol
C0002871,famotidine,ioversol
C0020649,clomipramine,losartan
C0020649,atorvastatin,Ets
C0013404,cetirizine,clotrimazole
C0020649,theophylline,fluoxetine
C0030193,linezolid,spironolactone
C0020649,cetirizine,clozapine
C0020649,carboplatin,dutasteride
C0032285,ketoconazole,megestrol
C0020649,doxycycline,fluticasone
C0020649,valproic acid,tamoxifen
C0013404,donepezil,lithium
C0020649,valproic acid,tacrolimus
C0027497,leflunomide,levetiracetam
C0015230,isoflurane,KCl
C0020649,sildenafil,torasemide
C0027497,labetalol,vancomycin
C0020649,trazodone,ezetimibe
C0013404,valproic acid,gatifloxacin
C0002871,triiodothyronine,ezetimibe
C0020649,heparin,varenicline
C0002871,folate,sodium bicarbonate
C0020649,Ets,enalapril
C0015672,atorvastatin,donepezil
C0002871,dipyridamole,prednisolone
C0011991,cyclophosphamide,risperidone
C0032285,ofloxacin,etomidate
C0004604,cyclophosphamide,ritonavir
C0027497,benazepril,ranitidine
C0013404,doxazosin,SU11248
C0013404,raloxifene,trihexyphenidyl
C0002871,ceftriaxone,mycophenolic acid
C0020649,temozolomide,vinblastine
C0020649,cyclosporine,metoclopramide
C0020649,ibuprofen,varenicline
C0015672,nabumetone,sucralfate
C0002871,nifedipine,tegaserod
C0002871,azithromycin,foscarnet
C0013404,vitamin B12,nitrofurantoin
C0013404,indinavir,pyrimethamine
C0013404,N-acetylcysteine,acyclovir
C0020649,simvastatin,desloratadine
C0032285,heparin,beclomethasone
C0020649,dexamethasone,megestrol
C0002871,alfuzosin,baclofen
C0002871,ketoconazole,telmisartan
C0013404,glipizide,rabeprazole
C0013404,captopril,etoposide
C0032285,bumetanide,monamine
C0004093,ticlopidine,mometasone
C0002871,dicyclomine,tegaserod
C0020649,warfarin,perindopril
C0020649,lamotrigine,timolol
C0020649,fenofibrate,vincristine
C0027497,fentanyl,metoclopramide
C0013404,vitamin B12,dicyclomine
C0032285,simvastatin,gadodiamide
C0032285,aztreonam,fluconazole
C0002871,delta 9-tetrahydrocannabinol,pemetrexed
C0013404,diazepam,sufentanil
C0002871,abacavir,prochlorperazine
C0013404,nitroglycerin,temozolomide
C0002871,nitroglycerin,piperacillin
C0020649,abacavir,probenecid
C0002871,famotidine,prochlorperazine
C0020649,atenolol,gefitinib
C0015672,cyclobenzaprine,clobetasol
C0015672,dolasetron,aprepitant
C0020649,famotidine,probenecid
C0020649,nadolol,prochlorperazine
C0020649,ceftazidime,metoclopramide
C0002871,amoxicillin,ganciclovir
C0008031,zidovudine,lithium
C0398353,valproic acid,naltrexone
C0002871,fluconazole,mercaptopurine
C0020649,acebutolol,telithromycin
C0020649,oxybutynin,desloratadine
C0002871,valacyclovir,valdecoxib
C0020649,nefazodone,phentermine
C0020649,cortisol,tizanidine
C0020649,metoprolol,trazodone
C0002871,famotidine,sulindac
C0020649,dexamethasone,terbinafine
C0020649,dexamethasone,terazosin
C0002871,fenofibrate,hydrochlorothiazide
C0027497,hydroxyzine,paclitaxel
C0013404,metoprolol,retinoic acid
C0015672,prostaglandin E1,carbamazepine
C0002871,famotidine,sumatriptan
C0015672,dexamethasone,testosterone
C0020649,zoledronic acid,darifenacin
C0002871,propofol,tramadol
C0027497,lansoprazole,oxcarbazepine
C0020649,dexamethasone,brinzolamide
C0013404,nicotine,rabeprazole
C0002871,metoclopramide,levetiracetam
C0027497,flecainide,nitrofurantoin
C0020649,haloperidol,tolterodine
C0027497,carvedilol,lovastatin
C0002871,amantadine,topiramate
C0013404,theophylline,verapamil
C0013404,carvedilol,losartan
C0000737,benazepril,oxybutynin
C0011991,triazolam,ziprasidone
C0020649,amantadine,tolterodine
C0004093,scopolamine,mometasone
C0032285,hydroxyzine,clobetasol
C0020649,haloperidol,hydroxyzine
C0020649,furosemide,ezetimibe
C0020649,carbamazepine,trihexyphenidyl
C0027497,doxorubicin,carbamazepine
C0032285,zopiclone,megestrol
C0002871,doxorubicin,captopril
C0013404,carbamazepine,trimethoprim
C0020649,moxifloxacin,nateglinide
C0015967,vitamin A,BCNU
C0027497,ethambutol,ganciclovir
C0013404,indapamide,cisplatin
C0020649,lorazepam,eletriptan
C0027497,diltiazem,leflunomide
C0002871,mesna,dacarbazine
C0013404,sotalol,clarithromycin
C1145670,cyclophosphamide,piroxicam
C0020649,carvedilol,sodium bicarbonate
C0020649,pyrimethamine,sulfadiazine
C0085649,diltiazem,latanoprost
C0013404,fosinopril,lithium
C0020649,progesterone,moexipril
C0020649,salbutamol,carvedilol
C0020649,venlafaxine,posaconazole
C0011991,cefepime,chlorothiazide
C0002871,ipratropium bromide,temazepam
C0002871,clotrimazole,GGG
C0013404,naproxen,fentanyl
C0013404,clotrimazole,granisetron
C0002871,GGG,isosorbide-5-mononitrate
C0002871,cerivastatin,zolpidem
C0020649,isosorbide-5-mononitrate,montelukast
C0004093,risperidone,pimecrolimus
C0020649,modafinil,salmeterol
C0027497,alendronate,atomoxetine
C0020649,tramadol,darifenacin
C0027497,ritonavir,topiramate
C0027497,ritonavir,tolterodine
C0002871,nitrazepam,valacyclovir
C0020649,methylprednisolone,paroxetine
C0020649,metformin,exemestane
C0020649,thyroxine,EHDP
C0013404,topiramate,iloprost
C0020649,acyclovir,risperidone
C0020649,nicotinic acid,trandolapril
C0030193,loperamide,sevelamer
C0042963,acyclovir,ritonavir
C0020649,prednisone,venlafaxine
C0027497,prednisolone,telmisartan
C0002871,sevoflurane,warfarin
C0020649,acyclovir,rizatriptan
C0020649,KCl,trimethoprim
C0020649,tamsulosin,desloratadine
C0020649,tiotropium,varenicline
C0015672,mirtazapine,travoprost
C0020649,cerivastatin,ibuprofen
C0002871,loperamide,mercaptopurine
C0002871,nitroglycerin,quetiapine
C0011991,indapamide,carboplatin
C0020649,aspirin,clotrimazole
C0020649,hydroxyzine,trazodone
C0020649,dicyclomine,tizanidine
C0020649,ceftriaxone,sufentanil
C0020649,hydroxyzine,retinoic acid
C0020649,meprobamate,methylprednisolone
C0030193,rofecoxib,valdecoxib
C0020649,prostaglandin E1,prednisolone
C0002871,amitriptyline,lithium
C0020649,chlordiazepoxide,KCl
C0002871,carnitine,ritonavir
C0020649,morphine,bortezomib
C0020649,triamcinolone,vincristine
C0020649,carnitine,risperidone
C0027497,danazol,lansoprazole
C0020649,quazepam,misoprostol
C0027497,cabergoline,meloxicam
C0020649,zonisamide,ziprasidone
C0013604,busulfan,citalopram
C0013404,penicillin G,ciprofloxacin
C0020649,lansoprazole,primidone
C0002871,nifedipine,bosentan
C0011991,leucovorin,latanoprost
C0020649,mometasone,olmesartan medoxomil
C0020649,lansoprazole,prednisone
C0002871,leucovorin,leflunomide
C0002871,imatinib,zolpidem
C0020649,cabergoline,lansoprazole
C0032285,fexofenadine,irinotecan
C0013404,amitriptyline,pioglitazone
C0002871,imatinib,zopiclone
C0002871,amlodipine,glibenclamide
C0020649,acebutolol,modafinil
C0002871,donepezil,prochlorperazine
C0231528,heparin,atazanavir
C0035078,mupirocin,NaCl
C0020456,prostaglandin E1,sulfate
C0004093,metoprolol,mercaptopurine
C0013404,calcium chloride,goserelin
C0013404,clonazepam,sorafenib
C0020649,amantadine,clopidogrel
C0020649,citalopram,aminophylline
C0020649,enalapril,topiramate
C0020649,flecainide,hydroxyurea
C0020649,felodipine,propranolol
C0020649,felodipine,propofol
C0013404,ketotifen,pravastatin
C0002871,KCl,mycophenolic acid
C0002871,rapamycin,valsartan
C0020649,furosemide,etomidate
C0020649,prednisone,goserelin
C0011991,rapamycin,venlafaxine
C0020649,metoclopramide,ribavirin
C0002871,zidovudine,synthetic oxytocin
C0027497,nicotinic acid,efavirenz
C0002871,nadolol,rabeprazole
C0030193,nitrofurantoin,warfarin
C0002871,lamivudine,olanzapine
C0020649,hydroxychloroquine,prednisone
C0013404,epinephrine,pregabalin
C0020649,atorvastatin,carisoprodol
C0020649,hydroxychloroquine,primidone
C0002871,vitamin B12,gemfibrozil
C0027497,lidocaine,clobetasol
C0032285,temazepam,entacapone
C0002871,perindopril,olmesartan medoxomil
C0020649,bumetanide,fenofibrate
C0002871,bumetanide,felodipine
C0002871,trandolapril,allopurinol
C0009676,ciprofloxacin,norfloxacin
C0004093,delta 9-tetrahydrocannabinol,loratadine
C0020649,delta 9-tetrahydrocannabinol,loperamide
C0020649,quinapril,montelukast
C0032285,glibenclamide,moxifloxacin
C0015672,azathioprine,vitamin D
C0002871,mitoxantrone,oxybutynin
C0013404,metoclopramide,fulvestrant
C0002871,cefepime,rabeprazole
C0002871,delta 9-tetrahydrocannabinol,lorazepam
C0020649,felodipine,galantamine
C0032285,lamivudine,montelukast
C0002871,amphotericin B,fentanyl
C0020649,triiodothyronine,amiodarone
C0013404,felodipine,furosemide
C0002871,acyclovir,dicloxacillin
C0002871,acyclovir,didanosine
C0027497,acyclovir,dicyclomine
C0020649,pirbuterol,pramipexole
C0002871,latanoprost,bosentan
C0032285,dapsone,trimethoprim
C0013404,betaxolol,ciprofloxacin
C0020649,bupropion,nadolol
C0020649,triamcinolone,olopatadine
C0020649,erythromycin,nalbuphine
C0020649,pergolide,sertraline
C0013404,pirbuterol,pravastatin
C0002871,droperidol,famotidine
C0002871,metoprolol,imatinib
C0013404,erythromycin,nadolol
C0018681,calcitriol,olmesartan medoxomil
C0020649,cyclosporine,zoledronic acid
C0011991,lidocaine,ICL670
C0030193,thalidomide,lithium
C0027497,celecoxib,eplerenone
C0002871,celecoxib,ezetimibe
C0002871,alprazolam,methimazole
C0020649,alendronate,rocuronium
C0020649,cefuroxime,etodolac
C0020649,loratadine,adapalene
C0002871,pilocarpine,amiloride
C0020649,ipratropium bromide,sildenafil
C0002871,flecainide,5-fluorouracil
C0020649,medroxyprogesterone,tegaserod
C0020649,calcitriol,pregabalin
C0020649,brimonidine,piroxicam
C0002871,telmisartan,sevelamer
C0020649,leucovorin,vitamin K1
C0015967,ceftriaxone,mercaptopurine
C0035078,ertapenem,caspofungin
C0020649,letrozole,oxybutynin
C0013404,ramipril,zonisamide
C0013404,quinidine,varenicline
C0015672,losartan,tobramycin
C0002871,lamivudine,sertraline
C0013404,clopidogrel,dofetilide
C0002871,zaleplon,nateglinide
C0002871,efavirenz,hydrochlorothiazide
C0020649,rivastigmine,tolterodine
C0027497,diazepam,fosamprenavir
C0002871,doxazosin,tobramycin
C0013404,gemfibrozil,triamcinolone
C0013404,doxazosin,latanoprost
C0013404,dicyclomine,fenofibrate
C0020649,memantine,pioglitazone
C0002871,zolpidem,goserelin
C0020649,doxazosin,leflunomide
C0020649,leucovorin,clarithromycin
C0002871,lorazepam,atazanavir
C0015672,atorvastatin,O-desmethylvenlafaxine
C0020649,celecoxib,triamcinolone
C0002871,amoxicillin,olmesartan medoxomil
C0015672,alprazolam,entacapone
C0002871,budesonide,ketotifen
C0002871,budesonide,ketorolac
C0020649,budesonide,ketoprofen
C0027497,pantoprazole,telithromycin
C0027497,clotrimazole,metronidazole
C0020649,clotrimazole,metoprolol
C0027497,clotrimazole,metolazone
C0020649,etoposide,naloxone
C0020649,vitamin D,ramipril
C0020649,bupropion,moexipril
C0027497,ondansetron,tigecycline
C0002871,simvastatin,ambrisentan
C0013404,5-aminosalicylic acid,pramipexole
C0032285,5-aminosalicylic acid,pravastatin
C0020649,enalapril,cisplatin
C0020649,levonorgestrel,quetiapine
C0020649,vitamin D,raloxifene
C0027497,methylprednisolone,telithromycin
C0020649,valproic acid,isosorbide-5-mononitrate
C0040034,amantadine,dexamethasone
C0002871,celecoxib,repaglinide
C0020649,amitriptyline,fluticasone
C0027497,topiramate,9-hydroxyrisperidone
C0035078,glibenclamide,indapamide
C0020649,acetaminophen,calcitriol
C0020649,sodium bicarbonate,isosorbide-5-mononitrate
C0002871,aspirin,hydralazine
C0013404,acetaminophen,verapamil
C0020649,carisoprodol,ezetimibe
C0002871,acetaminophen,calcipotriol
C0020649,loratadine,palonosetron
C0020649,sulfate,candesartan
C0002871,cytosine arabinoside,citalopram
C0020649,promethazine,zolpidem
C0027497,promethazine,zolmitriptan
C0002871,N-acetylcysteine,bisoprolol
C0013404,tiotropium,dasatinib
C0020649,dextromethorphan,zidovudine
C0002871,ceftriaxone,tamsulosin
C0002871,aztreonam,metronidazole
C0002871,betaxolol,allopurinol
C0020649,furosemide,telmisartan
C0020649,torasemide,olmesartan medoxomil
C0002871,loperamide,atovaquone
C0042963,itraconazole,pamidronate
C0020649,cefepime,vitamin K1
C0032285,lovastatin,ibandronate
C0020649,celecoxib,cinacalcet
C0013404,rabeprazole,rosiglitazone
C0020649,naproxen,phentermine
C0042963,amlodipine,colesevelam hydrochloride
C0398353,cyclobenzaprine,disulfiram
C0020649,ciprofloxacin,pravastatin
C0020649,lorazepam,acenocoumarol
C0020649,ciprofloxacin,pramipexole
C0030193,valsartan,halobetasol propionate
C0013404,ethambutol,fentanyl
C0020649,omeprazole,halobetasol propionate
C0020649,omeprazole,simvastatin
C0020649,folate,travoprost
C0030193,chlordiazepoxide,metformin
C0032285,N-acetylcysteine,cromolyn
C0020649,nizatidine,ranitidine
C0013404,nizatidine,ramipril
C0020649,gabapentin,amiloride
C0020649,clotrimazole,nystatin
C0020649,clindamycin,carboplatin
C0020649,atorvastatin,sucralfate
C0085649,nizatidine,raloxifene
C0032285,ursodeoxycholic acid,methimazole
C0027497,doxorubicin,dutasteride
C0015672,KCl,fondaparinux sodium
C0002871,pancuronium,isosorbide-5-mononitrate
C0002871,acetaminophen,tenofovir disoproxil fumarate
C0002871,nelfinavir,oxycodone
C0002871,loratadine,trospium chloride
C0002871,diltiazem,ambrisentan
C0020649,mesna,venlafaxine
C0002871,furosemide,ursodeoxycholic acid
C0020649,furosemide,valacyclovir
C0011991,acetaminophen,clarithromycin
C0002871,estradiol,benazepril
C0013404,amlodipine,NaCl
C0020649,naloxone,pantoprazole
C0013604,ezetimibe,mercaptopurine
C0002871,methylprednisolone,dasatinib
C0002871,heparin,arsenic trioxide
C0013404,flecainide,tiotropium
C0013144,ropinirole,remifentanil
C0020649,fluvastatin,triamcinolone
C0020649,atenolol,oxazepam
C0042963,carnitine,levetiracetam
C0020649,indomethacin,trazodone
C0020649,bupropion,oxycodone
C0013404,furosemide,orlistat
C0030193,zoledronic acid,fulvestrant
C0020649,metolazone,pravastatin
C0004604,buprenorphine,piroxicam
C0020649,metformin,methocarbamol
C0020649,furosemide,omeprazole
C0020649,ramipril,risedronate
C0020649,metoclopramide,duloxetine
C0013404,dutasteride,sucralfate
C0022660,metoclopramide,tiotropium
C0020649,metolazone,morphine
C0020649,felodipine,methyldopa
C0020649,benazepril,allopurinol
C0020649,aspirin,ioversol
C0002871,acetaminophen,triazolam
C0020649,sulfate,hydrochlorothiazide
C0013404,hydromorphone,eletriptan
C0022660,ofloxacin,timolol
C0020649,aspirin,ipratropium bromide
C0020649,enalapril,tamsulosin
C0030193,pioglitazone,mercaptopurine
C0027497,zopiclone,vardenafil
C0002871,hydromorphone,rosiglitazone
